,date,temperature_2m,temperature_2m_previous_day1,direct_normal_irradiance_instant,direct_normal_irradiance_instant_previous_day1,shortwave_radiation,shortwave_radiation_previous_day1,wind_speed_80m,wind_speed_80m_previous_day1,wind_direction_80m,wind_direction_80m_previous_day1,latitude,longitude
13,2025-01-01 13:00:00+00:00,3.594,3.194,0.0,0.0,3.0,4.0,44.57172,44.480038,233.87047,230.25385,54.92,23.85
14,2025-01-01 14:00:00+00:00,3.694,3.2440002,0.0,0.0,1.0,1.0,42.279694,43.89048,231.56873,228.99101,54.92,23.85
15,2025-01-01 15:00:00+00:00,3.7940001,3.144,0.0,0.0,0.0,0.0,43.322826,45.382847,227.69434,228.21558,54.92,23.85
16,2025-01-01 16:00:00+00:00,3.844,3.194,0.0,0.0,0.0,0.0,43.039196,43.81068,223.30539,226.99786,54.92,23.85
17,2025-01-01 17:00:00+00:00,3.844,3.144,0.0,0.0,0.0,0.0,45.074818,44.548454,223.38196,224.67262,54.92,23.85
18,2025-01-01 18:00:00+00:00,3.9940002,3.5440001,0.0,0.0,0.0,0.0,49.146263,48.770367,223.51605,229.49054,54.92,23.85
19,2025-01-01 19:00:00+00:00,4.244,3.7940001,0.0,0.0,0.0,0.0,49.394833,50.938408,223.8189,231.02399,54.92,23.85
20,2025-01-01 20:00:00+00:00,4.394,3.8940003,0.0,0.0,0.0,0.0,51.430885,52.48844,226.13434,233.3658,54.92,23.85
21,2025-01-01 21:00:00+00:00,4.5439997,3.694,0.0,0.0,0.0,0.0,51.166878,48.888477,224.71497,233.38315,54.92,23.85
22,2025-01-01 22:00:00+00:00,4.644,3.694,0.0,0.0,0.0,0.0,51.074345,48.689247,229.574,231.6048,54.92,23.85
23,2025-01-01 23:00:00+00:00,4.7939997,3.694,0.0,0.0,0.0,0.0,52.70405,50.97783,233.05174,233.61555,54.92,23.85
24,2025-01-02 00:00:00+00:00,4.844,3.7940001,0.0,0.0,0.0,0.0,52.43286,50.43213,237.61934,235.17543,54.92,23.85
25,2025-01-02 01:00:00+00:00,4.7939997,3.8940003,0.0,0.0,0.0,0.0,50.77149,50.488636,240.70874,231.65916,54.92,23.85
26,2025-01-02 02:00:00+00:00,5.0439997,3.8940003,0.0,0.0,0.0,0.0,48.49856,46.834602,241.15204,235.33263,54.92,23.85
27,2025-01-02 03:00:00+00:00,5.194,4.244,0.0,0.0,0.0,0.0,45.241272,43.488533,243.02724,233.4146,54.92,23.85
28,2025-01-02 04:00:00+00:00,5.394,4.2939997,0.0,0.0,0.0,0.0,44.763218,43.421432,238.48311,229.70793,54.92,23.85
29,2025-01-02 05:00:00+00:00,4.744,4.194,0.0,0.0,0.0,0.0,43.933273,43.696648,236.70056,230.01317,54.92,23.85
30,2025-01-02 06:00:00+00:00,4.944,4.194,0.0,0.0,0.0,0.0,42.44032,42.518116,235.36626,223.97093,54.92,23.85
31,2025-01-02 07:00:00+00:00,5.094,4.0439997,0.0,0.0,0.0,0.0,41.718082,40.494797,241.66585,226.80113,54.92,23.85
32,2025-01-02 08:00:00+00:00,5.5439997,4.194,0.0,0.0,5.0,2.0,40.377815,37.490158,248.00882,228.50363,54.92,23.85
33,2025-01-02 09:00:00+00:00,5.644,4.744,0.0,0.0,14.0,12.0,37.71075,40.310356,249.31584,252.85956,54.92,23.85
34,2025-01-02 10:00:00+00:00,5.344,4.744,17.993736,0.0,50.0,15.0,33.3559,42.530308,276.8181,254.78735,54.92,23.85
35,2025-01-02 11:00:00+00:00,3.594,3.8940003,0.0,1.3547571,9.0,28.0,41.4438,42.609463,258.98294,256.31595,54.92,23.85
36,2025-01-02 12:00:00+00:00,2.2940001,3.444,90.56713,24.632627,90.0,58.0,35.455887,45.72425,257.0926,262.76318,54.92,23.85
37,2025-01-02 13:00:00+00:00,2.4940002,3.0440001,14.702126,155.81854,41.0,90.0,37.419224,46.046238,258.9063,260.0959,54.92,23.85
38,2025-01-02 14:00:00+00:00,2.2440002,2.444,1.7279152,0.63267016,28.0,21.0,41.998287,41.022625,255.60637,259.3804,54.92,23.85
39,2025-01-02 15:00:00+00:00,1.544,1.8939999,0.0,0.0,0.0,0.0,42.420467,28.856194,263.17664,273.57626,54.92,23.85
40,2025-01-02 16:00:00+00:00,0.694,1.294,0.0,0.0,0.0,0.0,29.775719,21.862406,284.70834,287.24155,54.92,23.85
41,2025-01-02 17:00:00+00:00,-0.206,0.844,0.0,0.0,0.0,0.0,24.627789,21.26744,307.87503,272.91077,54.92,23.85
42,2025-01-02 18:00:00+00:00,-0.906,0.694,0.0,0.0,0.0,0.0,23.03156,22.253124,294.96277,279.30988,54.92,23.85
43,2025-01-02 19:00:00+00:00,-1.006,0.644,0.0,0.0,0.0,0.0,20.176065,23.4,285.52417,270.0,54.92,23.85
44,2025-01-02 20:00:00+00:00,-0.806,0.49399996,0.0,0.0,0.0,0.0,17.771753,26.121714,263.01904,262.8751,54.92,23.85
45,2025-01-02 21:00:00+00:00,-0.906,0.19399999,0.0,0.0,0.0,0.0,24.717085,27.804028,257.38068,274.4555,54.92,23.85
46,2025-01-02 22:00:00+00:00,-0.356,0.34399998,0.0,0.0,0.0,0.0,19.995398,19.06301,246.66594,259.1145,54.92,23.85
47,2025-01-02 23:00:00+00:00,-0.356,0.49399996,0.0,0.0,0.0,0.0,22.206486,22.380884,250.09616,244.25934,54.92,23.85
48,2025-01-03 00:00:00+00:00,-0.656,0.14400001,0.0,0.0,0.0,0.0,21.413193,23.068108,243.00424,247.0362,54.92,23.85
49,2025-01-03 01:00:00+00:00,-0.806,0.044,0.0,0.0,0.0,0.0,24.162947,25.199997,236.54666,233.13002,54.92,23.85
50,2025-01-03 02:00:00+00:00,-0.75600004,0.094,0.0,0.0,0.0,0.0,25.305208,28.394392,230.19447,230.6595,54.92,23.85
51,2025-01-03 03:00:00+00:00,-1.006,-0.056,0.0,0.0,0.0,0.0,25.476198,29.28418,222.70937,226.49428,54.92,23.85
52,2025-01-03 04:00:00+00:00,-1.156,-0.306,0.0,0.0,0.0,0.0,27.792374,29.179993,216.57312,218.991,54.92,23.85
53,2025-01-03 05:00:00+00:00,-1.206,-0.356,0.0,0.0,0.0,0.0,29.055367,31.160282,213.887,220.31403,54.92,23.85
54,2025-01-03 06:00:00+00:00,-1.706,-0.106000006,0.0,0.0,0.0,0.0,29.15778,33.857227,212.90524,234.958,54.92,23.85
55,2025-01-03 07:00:00+00:00,-1.506,-0.0059999973,0.0,0.0,0.0,0.0,30.532158,29.414444,217.8158,248.45895,54.92,23.85
56,2025-01-03 08:00:00+00:00,-0.906,0.34399998,0.0,0.0,6.0,11.0,29.957968,28.079998,237.26477,247.3801,54.92,23.85
57,2025-01-03 09:00:00+00:00,-0.45600003,0.29399997,2.755658,0.0,27.0,14.0,25.952478,25.11758,246.27959,242.7005,54.92,23.85
58,2025-01-03 10:00:00+00:00,-0.206,0.444,24.26303,3.118273,55.0,32.0,24.86868,23.34455,247.8905,243.43501,54.92,23.85
59,2025-01-03 11:00:00+00:00,0.19399999,1.1439999,34.81181,2.8657148,68.0,33.0,23.933908,20.018072,254.29129,232.3057,54.92,23.85
60,2025-01-03 12:00:00+00:00,0.444,0.944,83.287155,94.13519,88.0,92.0,23.068108,23.47741,247.0362,234.3601,54.92,23.85
61,2025-01-03 13:00:00+00:00,0.34399998,0.694,189.395,232.01674,99.0,109.0,21.638964,29.03752,225.67395,222.99045,54.92,23.85
62,2025-01-03 14:00:00+00:00,0.094,0.244,3.6362064,4.003886,30.0,31.0,24.567198,33.121956,214.85452,217.49272,54.92,23.85
63,2025-01-03 15:00:00+00:00,-0.206,-0.256,0.0,0.0,0.0,0.0,25.809765,34.292717,210.1413,206.83397,54.92,23.85
64,2025-01-03 16:00:00+00:00,-0.70600003,-0.256,0.0,0.0,0.0,0.0,27.684914,41.542187,192.77124,205.67677,54.92,23.85
65,2025-01-03 17:00:00+00:00,-1.056,-0.156,0.0,0.0,0.0,0.0,30.737339,41.616997,198.43504,210.11365,54.92,23.85
66,2025-01-03 18:00:00+00:00,-1.156,-0.0059999973,0.0,0.0,0.0,0.0,36.0,36.94168,196.26028,195.25517,54.92,23.85
67,2025-01-03 19:00:00+00:00,-1.056,0.044,0.0,0.0,0.0,0.0,37.930065,37.19342,196.54306,205.82094,54.92,23.85
68,2025-01-03 20:00:00+00:00,-0.906,-0.306,0.0,0.0,0.0,0.0,36.862663,33.35784,211.82741,209.0545,54.92,23.85
69,2025-01-03 21:00:00+00:00,-0.806,-0.556,0.0,0.0,0.0,0.0,37.8,31.869658,233.13002,221.7947,54.92,23.85
70,2025-01-03 22:00:00+00:00,-1.406,-0.75600004,0.0,0.0,0.0,0.0,39.966484,30.319178,240.89536,222.594,54.92,23.85
71,2025-01-03 23:00:00+00:00,-1.256,-0.856,0.0,0.0,0.0,0.0,48.30578,39.55743,230.1398,256.84903,54.92,23.85
72,2025-01-04 00:00:00+00:00,-1.506,-1.006,0.0,0.0,0.0,0.0,53.644833,48.940144,232.36101,276.75897,54.92,23.85
73,2025-01-04 01:00:00+00:00,-1.506,-0.806,0.0,0.0,0.0,0.0,51.398113,57.24453,258.6901,293.34055,54.92,23.85
74,2025-01-04 02:00:00+00:00,-1.406,-1.206,0.0,0.0,0.0,0.0,56.972202,47.82583,273.2601,295.40768,54.92,23.85
75,2025-01-04 03:00:00+00:00,-2.306,-1.006,0.0,0.0,0.0,0.0,49.30423,35.69813,289.62576,291.90875,54.92,23.85
76,2025-01-04 04:00:00+00:00,-3.056,-1.3560001,0.0,0.0,0.0,0.0,41.38121,34.29838,291.43124,290.90805,54.92,23.85
77,2025-01-04 05:00:00+00:00,-3.606,-1.756,0.0,0.0,0.0,0.0,39.81704,32.219494,284.6645,283.57043,54.92,23.85
78,2025-01-04 06:00:00+00:00,-3.7059999,-2.056,0.0,0.0,0.0,0.0,37.003025,45.07913,287.55362,296.56497,54.92,23.85
79,2025-01-04 07:00:00+00:00,-3.656,-2.2559998,0.0,0.0,0.0,0.0,37.123665,39.771446,289.8408,297.49274,54.92,23.85
80,2025-01-04 08:00:00+00:00,-3.2059999,-2.2559998,115.30749,115.30749,36.0,36.0,35.900864,33.672993,291.16132,298.75702,54.92,23.85
81,2025-01-04 09:00:00+00:00,-2.7559998,-2.056,230.36964,283.8597,88.0,96.0,33.3559,31.89608,288.2395,290.48044,54.92,23.85
82,2025-01-04 10:00:00+00:00,-1.956,-1.3560001,77.45498,165.39786,81.0,107.0,35.178837,32.10667,287.87878,287.62238,54.92,23.85
83,2025-01-04 11:00:00+00:00,-1.3560001,-0.606,53.269608,251.04002,79.0,142.0,37.003025,31.983318,287.55362,281.68933,54.92,23.85
84,2025-01-04 12:00:00+00:00,-0.256,0.394,176.0058,397.60876,118.0,174.0,32.908016,34.838253,280.08054,283.74905,54.92,23.85
85,2025-01-04 13:00:00+00:00,-0.0059999973,0.394,172.27872,252.34395,96.0,115.0,35.143818,35.945957,276.46973,277.48077,54.92,23.85
86,2025-01-04 14:00:00+00:00,-0.106000006,-0.106000006,5.3989525,11.3328085,31.0,41.0,32.09052,34.711544,273.21542,275.35574,54.92,23.85
87,2025-01-04 15:00:00+00:00,-1.306,-1.006,0.0,0.0,0.0,0.0,29.070974,32.09052,262.17102,266.78458,54.92,23.85
88,2025-01-04 16:00:00+00:00,-2.006,-1.456,0.0,0.0,0.0,0.0,29.795301,28.817993,258.147,257.00537,54.92,23.85
89,2025-01-04 17:00:00+00:00,-2.556,-2.056,0.0,0.0,0.0,0.0,30.500309,29.275326,258.42484,253.57062,54.92,23.85
90,2025-01-04 18:00:00+00:00,-2.7059999,-1.956,0.0,0.0,0.0,0.0,29.882166,31.581665,248.07036,245.77226,54.92,23.85
91,2025-01-04 19:00:00+00:00,-3.156,-2.156,0.0,0.0,0.0,0.0,33.161064,34.47176,249.00706,245.30846,54.92,23.85
92,2025-01-04 20:00:00+00:00,-3.406,-2.406,0.0,0.0,0.0,0.0,33.168877,31.981293,244.26935,238.81508,54.92,23.85
93,2025-01-04 21:00:00+00:00,-4.306,-2.9559999,0.0,0.0,0.0,0.0,32.47591,31.65135,238.6006,236.12915,54.92,23.85
94,2025-01-04 22:00:00+00:00,-4.006,-2.856,0.0,0.0,0.0,0.0,33.425762,33.092598,228.93027,239.2501,54.92,23.85
95,2025-01-04 23:00:00+00:00,-4.156,-3.106,0.0,0.0,0.0,0.0,30.888754,32.112724,233.53067,232.74463,54.92,23.85
96,2025-01-05 00:00:00+00:00,-4.906,-3.356,0.0,0.0,0.0,0.0,29.598919,33.3559,228.94528,235.10922,54.92,23.85
97,2025-01-05 01:00:00+00:00,-5.106,-3.556,0.0,0.0,0.0,0.0,29.810522,30.817343,222.5529,232.59457,54.92,23.85
98,2025-01-05 02:00:00+00:00,-4.9560003,-3.406,0.0,0.0,0.0,0.0,30.421598,30.978828,219.71872,231.13222,54.92,23.85
99,2025-01-05 03:00:00+00:00,-4.656,-2.806,0.0,0.0,0.0,0.0,29.088802,28.266304,216.44453,223.45189,54.92,23.85
100,2025-01-05 04:00:00+00:00,-4.356,-2.856,0.0,0.0,0.0,0.0,27.859905,28.394392,212.86867,219.3405,54.92,23.85
101,2025-01-05 05:00:00+00:00,-4.156,-2.556,0.0,0.0,0.0,0.0,28.757215,28.082308,214.28693,216.13547,54.92,23.85
102,2025-01-05 06:00:00+00:00,-3.656,-1.756,0.0,0.0,0.0,0.0,28.357855,28.056913,213.08485,213.48619,54.92,23.85
103,2025-01-05 07:00:00+00:00,-3.4559999,-1.406,0.0,0.0,0.0,0.0,28.091534,27.36947,210.83777,215.36255,54.92,23.85
104,2025-01-05 08:00:00+00:00,-2.656,-1.106,0.0,0.0,8.0,5.0,27.666182,27.438046,212.24243,218.07283,54.92,23.85
105,2025-01-05 09:00:00+00:00,-2.356,-0.806,0.0,0.0,15.0,18.0,25.364037,26.220753,214.59235,224.44382,54.92,23.85
106,2025-01-05 10:00:00+00:00,-2.006,-0.656,0.26162872,2.612552,23.0,31.0,28.001427,24.485292,224.9999,228.57643,54.92,23.85
107,2025-01-05 11:00:00+00:00,-1.806,-0.556,0.0,0.7379145,14.0,25.0,24.442913,25.922499,223.8066,232.3343,54.92,23.85
108,2025-01-05 12:00:00+00:00,-1.406,-0.70600003,1.0082326,3.743682,27.0,35.0,22.608458,22.768396,232.76509,235.30478,54.92,23.85
109,2025-01-05 13:00:00+00:00,-1.206,-0.75600004,0.6862915,9.716913,25.0,38.0,20.46941,20.316889,235.75092,240.25522,54.92,23.85
110,2025-01-05 14:00:00+00:00,-1.3560001,-0.906,0.0,0.0,5.0,14.0,22.065973,19.386593,241.76265,248.19853,54.92,23.85
111,2025-01-05 15:00:00+00:00,-1.306,-1.106,0.0,0.0,0.0,0.0,19.881649,17.873556,238.32457,242.40279,54.92,23.85
112,2025-01-05 16:00:00+00:00,-1.306,-1.206,0.0,0.0,0.0,0.0,17.826363,15.9134655,226.63654,232.35231,54.92,23.85
113,2025-01-05 17:00:00+00:00,-1.256,-1.206,0.0,0.0,0.0,0.0,15.876775,11.966954,212.9694,223.7812,54.92,23.85
114,2025-01-05 18:00:00+00:00,-1.206,-1.3560001,0.0,0.0,0.0,0.0,14.48972,15.778516,206.56499,214.77791,54.92,23.85
115,2025-01-05 19:00:00+00:00,-1.506,-1.3560001,0.0,0.0,0.0,0.0,14.118243,14.277983,199.35909,213.6901,54.92,23.85
116,2025-01-05 20:00:00+00:00,-1.6060001,-1.456,0.0,0.0,0.0,0.0,12.9249525,13.708391,192.875,203.19861,54.92,23.85
117,2025-01-05 21:00:00+00:00,-1.8560001,-1.756,0.0,0.0,0.0,0.0,14.417988,11.901798,177.13765,183.46815,54.92,23.85
118,2025-01-05 22:00:00+00:00,-2.2059999,-1.906,0.0,0.0,0.0,0.0,15.111424,13.276144,167.61925,167.4712,54.92,23.85
119,2025-01-05 23:00:00+00:00,-2.356,-2.106,0.0,0.0,0.0,0.0,15.175612,16.179985,157.69374,159.14546,54.92,23.85
120,2025-01-06 00:00:00+00:00,-2.7559998,-2.4559999,0.0,0.0,0.0,0.0,16.075521,19.08,145.95403,148.10925,54.92,23.85
121,2025-01-06 01:00:00+00:00,-2.906,-2.656,0.0,0.0,0.0,0.0,18.844202,20.746122,136.54811,141.34018,54.92,23.85
122,2025-01-06 02:00:00+00:00,-3.406,-2.806,0.0,0.0,0.0,0.0,21.479664,21.407139,129.55963,137.72638,54.92,23.85
123,2025-01-06 03:00:00+00:00,-3.4559999,-2.856,0.0,0.0,0.0,0.0,22.473343,23.933908,125.21768,136.2188,54.92,23.85
124,2025-01-06 04:00:00+00:00,-3.4559999,-2.7059999,0.0,0.0,0.0,0.0,23.565569,24.014996,124.41843,130.13542,54.92,23.85
125,2025-01-06 05:00:00+00:00,-3.656,-2.406,0.0,0.0,0.0,0.0,25.864943,23.86341,124.7961,123.92984,54.92,23.85
126,2025-01-06 06:00:00+00:00,-2.7559998,-2.356,0.0,0.0,0.0,0.0,25.570139,28.8,125.25644,126.86999,54.92,23.85
127,2025-01-06 07:00:00+00:00,-2.606,-2.406,0.0,0.0,0.0,0.0,27.792374,28.296091,126.57312,126.7242,54.92,23.85
128,2025-01-06 08:00:00+00:00,-2.806,-2.4559999,0.0,0.0,8.0,6.0,29.328403,28.963785,131.51663,122.307304,54.92,23.85
129,2025-01-06 09:00:00+00:00,-2.856,-2.356,0.0,0.0,13.0,16.0,28.876396,28.84721,125.86991,119.12396,54.92,23.85
130,2025-01-06 10:00:00+00:00,-2.856,-2.2059999,0.0,0.0,12.0,14.0,29.024128,27.729347,119.74479,119.56026,54.92,23.85
131,2025-01-06 11:00:00+00:00,-2.7059999,-2.2059999,0.0,0.0,16.0,12.0,30.500309,31.160282,120.499756,130.31403,54.92,23.85
132,2025-01-06 12:00:00+00:00,-2.7059999,-2.2059999,0.0,0.0,13.0,10.0,31.853388,28.856194,124.40853,130.44615,54.92,23.85
133,2025-01-06 13:00:00+00:00,-2.606,-2.2059999,0.0,0.0,7.0,8.0,31.160282,26.739542,130.31403,133.36346,54.92,23.85
134,2025-01-06 14:00:00+00:00,-2.5059998,-2.106,0.0,0.0,2.0,3.0,29.52878,25.212852,135.0001,133.26433,54.92,23.85
135,2025-01-06 15:00:00+00:00,-2.306,-1.956,0.0,0.0,0.0,0.0,28.8,26.14403,143.13002,141.7098,54.92,23.85
136,2025-01-06 16:00:00+00:00,-2.006,-1.656,0.0,0.0,0.0,0.0,26.87491,24.344624,140.9806,141.6048,54.92,23.85
137,2025-01-06 17:00:00+00:00,-1.656,-1.306,0.0,0.0,0.0,0.0,26.959166,25.068514,145.88548,144.94049,54.92,23.85
138,2025-01-06 18:00:00+00:00,-0.356,-0.806,0.0,0.0,0.0,0.0,26.081993,23.34455,153.78868,160.16779,54.92,23.85
139,2025-01-06 19:00:00+00:00,0.094,-0.556,0.0,0.0,0.0,0.0,28.146843,25.233406,159.01503,165.96373,54.92,23.85
140,2025-01-06 20:00:00+00:00,0.54399997,0.19399999,0.0,0.0,0.0,0.0,28.112288,26.368616,170.41713,175.3014,54.92,23.85
141,2025-01-06 21:00:00+00:00,1.044,1.444,0.0,0.0,0.0,0.0,28.44,28.08923,180.0,181.46877,54.92,23.85
142,2025-01-06 22:00:00+00:00,1.194,1.694,0.0,0.0,0.0,0.0,30.190672,28.162956,188.22664,184.39862,54.92,23.85
143,2025-01-06 23:00:00+00:00,1.444,1.9940001,0.0,0.0,0.0,0.0,30.563978,26.882141,195.01842,187.69595,54.92,23.85
144,2025-01-07 00:00:00+00:00,2.094,2.094,0.0,0.0,0.0,0.0,31.956972,27.757376,194.34937,189.70659,54.92,23.85
145,2025-01-07 01:00:00+00:00,1.8939999,2.594,0.0,0.0,0.0,0.0,32.559605,29.601109,198.03438,193.36023,54.92,23.85
146,2025-01-07 02:00:00+00:00,2.0440001,2.5440001,0.0,0.0,0.0,0.0,32.714474,26.525429,204.0265,198.18913,54.92,23.85
147,2025-01-07 03:00:00+00:00,2.444,2.394,0.0,0.0,0.0,0.0,26.407907,23.34455,207.61295,199.83221,54.92,23.85
148,2025-01-07 04:00:00+00:00,2.394,2.394,0.0,0.0,0.0,0.0,23.4,23.132626,210.51016,200.97357,54.92,23.85
149,2025-01-07 05:00:00+00:00,2.194,2.144,0.0,0.0,0.0,0.0,21.67487,22.427162,212.10623,198.72588,54.92,23.85
150,2025-01-07 06:00:00+00:00,1.844,1.744,0.0,0.0,0.0,0.0,20.991426,20.68356,210.96368,211.47679,54.92,23.85
151,2025-01-07 07:00:00+00:00,1.8939999,1.6439999,0.0,0.0,0.0,0.0,20.991426,20.288164,210.96368,207.47435,54.92,23.85
152,2025-01-07 08:00:00+00:00,1.694,1.694,6.381336,60.914,18.0,30.0,18.971008,19.486609,213.38853,205.14474,54.92,23.85
153,2025-01-07 09:00:00+00:00,1.8939999,2.144,15.218856,197.06055,38.0,85.0,18.678415,17.87718,207.55272,205.01686,54.92,23.85
154,2025-01-07 10:00:00+00:00,1.8939999,2.594,0.3004203,100.952194,23.0,91.0,19.809813,21.046917,199.09358,192.8477,54.92,23.85
155,2025-01-07 11:00:00+00:00,3.0440001,2.694,0.0,4.2636724,18.0,37.0,20.316889,20.724247,187.12492,197.176,54.92,23.85
156,2025-01-07 12:00:00+00:00,2.894,2.344,0.0,0.26299167,16.0,23.0,23.469128,19.803272,175.60138,181.04161,54.92,23.85
157,2025-01-07 13:00:00+00:00,2.844,2.2940001,0.0,0.0,12.0,14.0,25.241108,19.05281,183.27042,202.20352,54.92,23.85
158,2025-01-07 14:00:00+00:00,2.694,2.344,0.0,0.0,8.0,4.0,19.469975,22.81957,199.44012,186.3401,54.92,23.85
159,2025-01-07 15:00:00+00:00,2.2440002,1.9439999,0.0,0.0,0.0,0.0,19.483284,23.795427,196.09088,190.45985,54.92,23.85
160,2025-01-07 16:00:00+00:00,2.2440002,1.694,0.0,0.0,0.0,0.0,20.16,20.598795,180.0,185.01303,54.92,23.85
161,2025-01-07 17:00:00+00:00,2.144,1.744,0.0,0.0,0.0,0.0,24.72495,23.78453,163.93994,182.60251,54.92,23.85
162,2025-01-07 18:00:00+00:00,3.194,1.8939999,0.0,0.0,0.0,0.0,25.651104,23.587555,175.16966,195.94547,54.92,23.85
163,2025-01-07 19:00:00+00:00,3.444,1.744,0.0,0.0,0.0,0.0,25.420181,28.202042,192.26476,194.03627,54.92,23.85
164,2025-01-07 20:00:00+00:00,3.194,1.594,0.0,0.0,0.0,0.0,28.576382,26.729847,199.11981,205.52965,54.92,23.85
165,2025-01-07 21:00:00+00:00,3.144,1.9940001,0.0,0.0,0.0,0.0,26.415268,25.772078,197.44728,204.77512,54.92,23.85
166,2025-01-07 22:00:00+00:00,2.894,1.844,0.0,0.0,0.0,0.0,26.944744,24.1388,202.79655,197.35411,54.92,23.85
167,2025-01-07 23:00:00+00:00,2.644,1.444,0.0,0.0,0.0,0.0,26.886963,25.952478,206.22191,203.7204,54.92,23.85
168,2025-01-08 00:00:00+00:00,2.694,1.494,0.0,0.0,0.0,0.0,26.7565,26.242987,203.80595,206.91647,54.92,23.85
169,2025-01-08 01:00:00+00:00,2.844,1.6439999,0.0,0.0,0.0,0.0,26.564486,26.980793,206.56499,211.35703,54.92,23.85
170,2025-01-08 02:00:00+00:00,2.344,1.744,0.0,0.0,0.0,0.0,26.282465,27.908709,216.08516,210.20316,54.92,23.85
171,2025-01-08 03:00:00+00:00,1.844,1.8939999,0.0,0.0,0.0,0.0,24.490585,30.589407,204.30453,206.56499,54.92,23.85
172,2025-01-08 04:00:00+00:00,2.094,1.8939999,0.0,0.0,0.0,0.0,31.608328,34.882866,217.13101,211.0651,54.92,23.85
173,2025-01-08 05:00:00+00:00,1.9439999,2.0440001,0.0,0.0,0.0,0.0,32.978832,35.768856,216.11943,220.10085,54.92,23.85
174,2025-01-08 06:00:00+00:00,1.244,2.144,0.0,0.0,0.0,0.0,32.49785,37.25261,219.15543,228.91835,54.92,23.85
175,2025-01-08 07:00:00+00:00,1.6439999,1.9940001,0.0,0.0,0.0,0.0,35.72898,34.411556,229.08571,227.9683,54.92,23.85
176,2025-01-08 08:00:00+00:00,1.194,1.544,0.0,0.0,6.0,8.0,28.28464,26.474075,227.5792,224.9999,54.92,23.85
177,2025-01-08 09:00:00+00:00,1.244,1.444,71.76566,21.700354,60.0,42.0,24.344624,27.41678,218.3952,209.93143,54.92,23.85
178,2025-01-08 10:00:00+00:00,0.944,1.544,46.23818,38.692062,70.0,66.0,27.288855,30.0767,216.41647,227.9109,54.92,23.85
179,2025-01-08 11:00:00+00:00,0.99399996,1.8939999,9.012458,15.253868,46.0,54.0,26.826641,30.7542,229.89915,231.65439,54.92,23.85
180,2025-01-08 12:00:00+00:00,1.244,1.9439999,5.9406695,140.62697,40.0,112.0,27.162708,28.62396,235.25674,230.10222,54.92,23.85
181,2025-01-08 13:00:00+00:00,1.294,1.844,80.59275,89.78846,75.0,78.0,21.638964,25.711662,225.67395,225.56718,54.92,23.85
182,2025-01-08 14:00:00+00:00,1.194,1.694,0.0,0.0,10.0,14.0,22.238562,24.184391,209.0545,224.39697,54.92,23.85
183,2025-01-08 15:00:00+00:00,0.99399996,0.74399996,0.0,0.0,0.0,0.0,24.651457,21.94524,208.8107,221.00899,54.92,23.85
184,2025-01-08 16:00:00+00:00,0.594,0.644,0.0,0.0,0.0,0.0,24.798225,22.86496,207.68097,213.43988,54.92,23.85
185,2025-01-08 17:00:00+00:00,0.944,0.694,0.0,0.0,0.0,0.0,24.066206,24.881702,201.96062,211.39021,54.92,23.85
